,card_company,region,type_of_business,amount
524,c,경기 평택시,한식 음식점업,2285.714285714286
525,f,경기 평택시,한식 음식점업,3857.142857142857
526,d,경기 평택시,비알코올 음료점업,485.71428571428567
527,a,경기 평택시,한식 음식점업,5714.285714285716
528,c,경기 평택시,한식 음식점업,4428.571428571428
529,d,경기 평택시,한식 음식점업,9714.285714285714
530,d,경기 평택시,한식 음식점업,4285.714285714285
531,b,경기 평택시,한식 음식점업,4571.428571428572
532,c,경기 평택시,한식 음식점업,5142.857142857143
533,e,경기 평택시,한식 음식점업,11000.0
534,d,경기 평택시,한식 음식점업,4285.714285714285
535,a,경기 평택시,한식 음식점업,4285.714285714285
536,a,경기 평택시,비알코올 음료점업,1714.2857142857142
537,c,경기 평택시,한식 음식점업,4142.857142857143
538,a,경기 평택시,비알코올 음료점업,2857.142857142857
539,b,경기 평택시,한식 음식점업,10857.142857142857
540,d,경기 평택시,한식 음식점업,1928.571428571429
541,c,경기 평택시,한식 음식점업,2142.8571428571427
542,d,경기 평택시,한식 음식점업,5285.714285714285
543,g,경기 평택시,한식 음식점업,4000.0
544,a,경기 평택시,한식 음식점업,2857.142857142857
545,a,경기 평택시,한식 음식점업,2285.714285714286
546,a,경기 평택시,한식 음식점업,1428.571428571429
547,a,경기 평택시,한식 음식점업,7857.142857142857
548,c,경기 평택시,비알코올 음료점업,1571.428571428571
549,c,경기 평택시,비알코올 음료점업,3000.0
550,c,경기 평택시,한식 음식점업,2214.285714285714
551,a,경기 평택시,한식 음식점업,3142.857142857143
552,e,경기 평택시,한식 음식점업,10428.57142857143
553,e,경기 평택시,비알코올 음료점업,328.57142857142856
554,c,경기 평택시,한식 음식점업,5857.142857142857
555,a,경기 평택시,한식 음식점업,2285.714285714286
556,a,경기 평택시,비알코올 음료점업,1242.857142857143
557,a,경기 평택시,한식 음식점업,5571.428571428572
558,d,경기 평택시,한식 음식점업,2000.0
559,b,경기 평택시,비알코올 음료점업,500.0
560,e,경기 평택시,한식 음식점업,5571.428571428572
561,a,경기 평택시,한식 음식점업,3000.0
562,e,경기 평택시,비알코올 음료점업,2671.428571428572
563,e,경기 평택시,한식 음식점업,3857.142857142857
564,a,경기 평택시,비알코올 음료점업,2714.285714285714
565,d,경기 평택시,비알코올 음료점업,500.0
566,f,경기 평택시,한식 음식점업,2285.714285714286
567,f,경기 평택시,한식 음식점업,4285.714285714285
568,c,경기 평택시,한식 음식점업,5571.428571428572
569,b,경기 평택시,비알코올 음료점업,1214.2857142857142
570,e,경기 평택시,한식 음식점업,4285.714285714285
571,c,경기 평택시,한식 음식점업,42857.142857142855
572,e,경기 평택시,한식 음식점업,5157.142857142857
573,f,경기 평택시,비알코올 음료점업,500.0
574,a,경기 평택시,한식 음식점업,4428.571428571428
575,f,경기 평택시,한식 음식점업,3571.428571428572
576,a,경기 평택시,비알코올 음료점업,3000.0
577,d,경기 평택시,한식 음식점업,4285.714285714285
578,a,경기 평택시,비알코올 음료점업,1985.7142857142856
579,c,경기 평택시,한식 음식점업,4571.428571428572
580,a,경기 평택시,한식 음식점업,5000.0
581,d,경기 평택시,비알코올 음료점업,1714.2857142857142
582,a,경기 평택시,한식 음식점업,2857.142857142857
583,a,경기 평택시,한식 음식점업,2800.0
584,a,경기 평택시,한식 음식점업,4000.0
585,a,경기 평택시,한식 음식점업,4142.857142857143
586,g,경기 평택시,한식 음식점업,3071.428571428572
587,e,경기 평택시,한식 음식점업,4285.714285714285
588,b,경기 평택시,한식 음식점업,5928.571428571428
589,c,경기 평택시,한식 음식점업,1714.2857142857142
590,f,경기 평택시,한식 음식점업,5285.714285714285
591,c,경기 평택시,한식 음식점업,3428.5714285714284
592,g,경기 평택시,한식 음식점업,2142.8571428571427
593,b,경기 평택시,한식 음식점업,6428.571428571428
594,f,경기 평택시,한식 음식점업,2285.714285714286
595,e,경기 평택시,한식 음식점업,6714.285714285716
596,e,경기 평택시,비알코올 음료점업,2528.5714285714284
597,b,경기 평택시,한식 음식점업,5000.0
598,a,경기 평택시,비알코올 음료점업,642.8571428571429
599,a,경기 평택시,비알코올 음료점업,1014.2857142857144
600,d,경기 평택시,한식 음식점업,2285.714285714286
601,a,경기 평택시,한식 음식점업,3142.857142857143
602,b,경기 평택시,비알코올 음료점업,1428.571428571429
603,c,경기 평택시,비알코올 음료점업,3142.857142857143
604,f,경기 평택시,한식 음식점업,3571.428571428572
605,c,경기 평택시,한식 음식점업,2285.714285714286
606,d,경기 평택시,한식 음식점업,5542.857142857143
607,c,경기 평택시,비알코올 음료점업,1142.857142857143
608,b,경기 평택시,비알코올 음료점업,1500.0
609,d,경기 평택시,한식 음식점업,1971.428571428572
610,c,경기 평택시,한식 음식점업,7428.571428571428
611,c,경기 평택시,한식 음식점업,4714.285714285715
612,b,경기 평택시,한식 음식점업,2142.8571428571427
613,b,경기 평택시,한식 음식점업,3857.142857142857
614,a,경기 평택시,한식 음식점업,4285.714285714285
615,a,경기 평택시,한식 음식점업,3714.285714285714
616,h,경기 평택시,비알코올 음료점업,5000.0
617,e,경기 평택시,비알코올 음료점업,1300.0
618,a,경기 평택시,한식 음식점업,2571.428571428572
619,f,경기 평택시,한식 음식점업,1300.0
620,a,경기 평택시,한식 음식점업,3428.5714285714284
621,h,경기 평택시,한식 음식점업,3000.0
622,f,경기 평택시,한식 음식점업,4285.714285714285
623,g,경기 평택시,비알코올 음료점업,714.2857142857142
624,d,경기 평택시,한식 음식점업,5000.0
625,a,경기 평택시,비알코올 음료점업,1571.428571428571
626,a,경기 평택시,비알코올 음료점업,1000.0
627,f,경기 평택시,한식 음식점업,5285.714285714285
628,b,경기 평택시,한식 음식점업,1000.0
629,f,경기 평택시,한식 음식점업,2857.142857142857
630,a,경기 평택시,한식 음식점업,3857.142857142857
631,a,경기 평택시,한식 음식점업,4714.285714285715
632,b,경기 평택시,한식 음식점업,4428.571428571428
633,d,경기 평택시,한식 음식점업,2285.714285714286
634,b,경기 평택시,한식 음식점업,1428.571428571429
635,c,경기 평택시,한식 음식점업,557.1428571428571
636,e,경기 평택시,비알코올 음료점업,1142.857142857143
637,b,경기 평택시,비알코올 음료점업,571.4285714285714
638,a,경기 평택시,비알코올 음료점업,1857.142857142857
639,b,경기 평택시,비알코올 음료점업,1142.857142857143
640,c,경기 평택시,한식 음식점업,4842.857142857143
641,g,경기 평택시,한식 음식점업,428.57142857142856
642,a,경기 평택시,비알코올 음료점업,2000.0
643,c,경기 평택시,한식 음식점업,7142.857142857143
644,h,경기 평택시,한식 음식점업,3142.857142857143
645,d,경기 평택시,한식 음식점업,2285.714285714286
646,c,경기 평택시,비알코올 음료점업,2142.8571428571427
647,c,경기 평택시,한식 음식점업,4000.0
648,d,경기 평택시,비알코올 음료점업,1285.7142857142858
649,a,경기 평택시,한식 음식점업,2142.8571428571427
650,c,경기 평택시,비알코올 음료점업,2285.714285714286
651,a,경기 평택시,한식 음식점업,5571.428571428572
652,b,경기 평택시,한식 음식점업,1842.857142857143
653,c,경기 평택시,한식 음식점업,10285.714285714286
654,d,경기 평택시,한식 음식점업,1000.0
655,b,경기 평택시,한식 음식점업,3571.428571428572
656,a,경기 평택시,비알코올 음료점업,1142.857142857143
657,b,경기 평택시,비알코올 음료점업,642.8571428571429
658,b,경기 평택시,한식 음식점업,571.4285714285714
659,d,경기 평택시,비알코올 음료점업,1142.857142857143
660,f,경기 평택시,한식 음식점업,5571.428571428572
661,a,경기 평택시,비알코올 음료점업,1185.7142857142858
662,c,경기 평택시,한식 음식점업,3000.0
663,c,경기 평택시,비알코올 음료점업,2000.0
664,a,경기 평택시,비알코올 음료점업,1785.7142857142858
665,g,경기 평택시,한식 음식점업,3285.714285714286
666,f,경기 평택시,비알코올 음료점업,2400.0
667,c,경기 평택시,한식 음식점업,6000.0
668,c,경기 평택시,한식 음식점업,3428.5714285714284
669,b,경기 평택시,한식 음식점업,3857.142857142857
670,a,경기 평택시,한식 음식점업,6571.428571428572
671,b,경기 평택시,한식 음식점업,4857.142857142857
672,b,경기 평택시,한식 음식점업,2285.714285714286
673,a,경기 평택시,한식 음식점업,3428.5714285714284
674,d,경기 평택시,한식 음식점업,3714.285714285714
675,c,경기 평택시,비알코올 음료점업,1614.2857142857142
676,a,경기 평택시,비알코올 음료점업,642.8571428571429
677,c,경기 평택시,한식 음식점업,857.1428571428571
678,a,경기 평택시,한식 음식점업,4714.285714285715
679,d,경기 평택시,비알코올 음료점업,1100.0
680,c,경기 평택시,한식 음식점업,5285.714285714285
681,a,경기 평택시,비알코올 음료점업,857.1428571428571
682,e,경기 평택시,한식 음식점업,16285.714285714286
683,b,경기 평택시,비알코올 음료점업,642.8571428571429
684,d,경기 평택시,한식 음식점업,13014.285714285714
685,a,경기 평택시,한식 음식점업,5142.857142857143
686,g,경기 평택시,한식 음식점업,8200.0
687,f,경기 평택시,비알코올 음료점업,1200.0
688,c,경기 평택시,비알코올 음료점업,1971.428571428572
689,a,경기 평택시,비알코올 음료점업,642.8571428571429
690,c,경기 평택시,한식 음식점업,3571.428571428572
691,c,경기 평택시,비알코올 음료점업,1285.7142857142858
692,a,경기 평택시,한식 음식점업,6857.142857142857
693,a,경기 평택시,비알코올 음료점업,1428.571428571429
694,b,경기 평택시,한식 음식점업,5285.714285714285
695,b,경기 평택시,비알코올 음료점업,1357.142857142857
696,g,경기 평택시,비알코올 음료점업,414.28571428571433
697,f,경기 평택시,한식 음식점업,2714.285714285714
698,c,경기 평택시,한식 음식점업,3571.428571428572
699,a,경기 평택시,한식 음식점업,4285.714285714285
700,a,경기 평택시,비알코올 음료점업,1742.857142857143
701,d,경기 평택시,비알코올 음료점업,1000.0
702,b,경기 평택시,한식 음식점업,3000.0
703,a,경기 평택시,비알코올 음료점업,857.1428571428571
704,a,경기 평택시,한식 음식점업,3142.857142857143
705,b,경기 평택시,한식 음식점업,3785.714285714286
706,d,경기 평택시,한식 음식점업,571.4285714285714
707,b,경기 평택시,한식 음식점업,857.1428571428571
708,b,경기 평택시,한식 음식점업,6271.428571428572
709,b,경기 평택시,비알코올 음료점업,1142.857142857143
710,a,경기 평택시,비알코올 음료점업,900.0
711,e,경기 평택시,한식 음식점업,4285.714285714285
712,d,경기 평택시,한식 음식점업,2857.142857142857
713,e,경기 평택시,비알코올 음료점업,642.8571428571429
714,a,경기 평택시,한식 음식점업,571.4285714285714
715,b,경기 평택시,비알코올 음료점업,542.8571428571429
716,d,경기 평택시,한식 음식점업,3142.857142857143
717,f,경기 평택시,한식 음식점업,3285.714285714286
718,h,경기 평택시,한식 음식점업,6142.857142857143
719,a,경기 평택시,한식 음식점업,2142.8571428571427
720,a,경기 평택시,한식 음식점업,3428.5714285714284
721,e,경기 평택시,비알코올 음료점업,1014.2857142857144
722,a,경기 평택시,비알코올 음료점업,500.0
723,c,경기 평택시,한식 음식점업,3357.142857142857
724,e,경기 평택시,비알코올 음료점업,2000.0
725,d,경기 평택시,비알코올 음료점업,2385.714285714286
726,b,경기 평택시,한식 음식점업,1857.142857142857
727,g,경기 평택시,한식 음식점업,4000.0
728,a,경기 평택시,한식 음식점업,8285.714285714286
729,e,경기 평택시,한식 음식점업,1800.0
730,a,경기 평택시,한식 음식점업,3285.714285714286
731,a,경기 평택시,한식 음식점업,3142.857142857143
732,c,경기 평택시,한식 음식점업,4857.142857142857
733,b,경기 평택시,비알코올 음료점업,1428.571428571429
734,a,경기 평택시,비알코올 음료점업,1200.0
735,a,경기 평택시,한식 음식점업,5714.285714285716
736,c,경기 평택시,비알코올 음료점업,1000.0
737,b,경기 평택시,한식 음식점업,3428.5714285714284
738,c,경기 평택시,한식 음식점업,6571.428571428572
739,b,경기 평택시,한식 음식점업,3857.142857142857
